word,example_jp,example_ko,source
渋滞,この問題を理解するには、渋滞という観点から考えることが重要だ。,이 문제를 이해하려면 정체이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
減少,この問題を理解するには、減少という観点から考えることが重要だ。,이 문제를 이해하려면 감소이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
減点,この問題を理解するには、減点という観点から考えることが重要だ。,이 문제를 이해하려면 감점이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
温和な,その説明は温和なものではなく、追加の根拠を示す必要があった。,그 설명은 온화한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
満たす,状況によっては、早めに満たす判断も必要になる。,상황에 따라서는 일찍 채우다 판단도 필요해진다.,generated_n1_auto_complete_20260601
満喫,この問題を理解するには、満喫という観点から考えることが重要だ。,이 문제를 이해하려면 만끽이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
満月,この問題を理解するには、満月という観点から考えることが重要だ。,이 문제를 이해하려면 보름달이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
満足感,この問題を理解するには、満足感という観点から考えることが重要だ。,이 문제를 이해하려면 만족감이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
源,この問題を理解するには、源という観点から考えることが重要だ。,이 문제를 이해하려면 근원이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
溶液,この問題を理解するには、溶液という観点から考えることが重要だ。,이 문제를 이해하려면 용액이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
滅亡,この問題を理解するには、滅亡という観点から考えることが重要だ。,이 문제를 이해하려면 멸망이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
滑らかな,その説明は滑らかなものではなく、追加の根拠を示す必要があった。,그 설명은 매끄러운 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
滑稽な,その説明は滑稽なものではなく、追加の根拠を示す必要があった。,그 설명은 우스꽝스러운 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
滞る,状況によっては、早めに滞る判断も必要になる。,상황에 따라서는 일찍 밀리다 판단도 필요해진다.,generated_n1_auto_complete_20260601
滞納,この問題を理解するには、滞納という観点から考えることが重要だ。,이 문제를 이해하려면 체납이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
漁村,この問題を理解するには、漁村という観点から考えることが重要だ。,이 문제를 이해하려면 어촌이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
演出,この問題を理解するには、演出という観点から考えることが重要だ。,이 문제를 이해하려면 연출이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
演出家,この問題を理解するには、演出家という観点から考えることが重要だ。,이 문제를 이해하려면 연출가이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
演技派,この問題を理解するには、演技派という観点から考えることが重要だ。,이 문제를 이해하려면 연기파이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
漠然と,彼は周囲の反応を確かめながら、漠然と行動した。,그는 주변 반응을 확인하면서 막연히 행동했다.,generated_n1_auto_complete_20260601
漢語,この問題を理解するには、漢語という観点から考えることが重要だ。,이 문제를 이해하려면 한어이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
潔い,状況が潔い場合でも、感情に流されず冷静に判断しなければならない。,상황이 깨끗한 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
潜入,この問題を理解するには、潜入という観点から考えることが重要だ。,이 문제를 이해하려면 잠입이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
潜水,この問題を理解するには、潜水という観点から考えることが重要だ。,이 문제를 이해하려면 잠수이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
潤う,状況によっては、早めに潤う判断も必要になる。,상황에 따라서는 일찍 윤택해지다 판단도 필요해진다.,generated_n1_auto_complete_20260601
激励,この問題を理解するには、激励という観点から考えることが重要だ。,이 문제를 이해하려면 격려이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
火星,この問題を理解するには、火星という観点から考えることが重要だ。,이 문제를 이해하려면 화성이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
炭素,この問題を理解するには、炭素という観点から考えることが重要だ。,이 문제를 이해하려면 탄소이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
点検,この問題を理解するには、点検という観点から考えることが重要だ。,이 문제를 이해하려면 점검이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
点火,この問題を理解するには、点火という観点から考えることが重要だ。,이 문제를 이해하려면 점화이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
点線,この問題を理解するには、点線という観点から考えることが重要だ。,이 문제를 이해하려면 점선이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無免許,この問題を理解するには、無免許という観点から考えることが重要だ。,이 문제를 이해하려면 무면허이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無制限,この問題を理解するには、無制限という観点から考えることが重要だ。,이 문제를 이해하려면 무제한이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無念な,その説明は無念なものではなく、追加の根拠を示す必要があった。,그 설명은 분한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
無性に,彼は周囲の反応を確かめながら、無性に行動した。,그는 주변 반응을 확인하면서 몹시 행동했다.,generated_n1_auto_complete_20260601
無意味,この問題を理解するには、無意味という観点から考えることが重要だ。,이 문제를 이해하려면 무의미이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無断,この問題を理解するには、無断という観点から考えることが重要だ。,이 문제를 이해하려면 무단이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無条件,この問題を理解するには、無条件という観点から考えることが重要だ。,이 문제를 이해하려면 무조건이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無添加,この問題を理解するには、無添加という観点から考えることが重要だ。,이 문제를 이해하려면 무첨가이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無用な,その説明は無用なものではなく、追加の根拠を示す必要があった。,그 설명은 쓸모없는 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
無知な,その説明は無知なものではなく、追加の根拠を示す必要があった。,그 설명은 무지한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
無礼な,その説明は無礼なものではなく、追加の根拠を示す必要があった。,그 설명은 무례한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
無神経,この問題を理解するには、無神経という観点から考えることが重要だ。,이 문제를 이해하려면 무신경이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無線,この問題を理解するには、無線という観点から考えることが重要だ。,이 문제를 이해하려면 무선이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無茶苦茶,この問題を理解するには、無茶苦茶という観点から考えることが重要だ。,이 문제를 이해하려면 엉망진창이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無言,この問題を理解するには、無言という観点から考えることが重要だ。,이 문제를 이해하려면 무언이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無記名,この問題を理解するには、無記名という観点から考えることが重要だ。,이 문제를 이해하려면 무기명이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無論,この問題を理解するには、無論という観点から考えることが重要だ。,이 문제를 이해하려면 물론이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無責任,この問題を理解するには、無責任という観点から考えることが重要だ。,이 문제를 이해하려면 무책임이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無造作な,その説明は無造作なものではなく、追加の根拠を示す必要があった。,그 설명은 무심한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
無邪気,この問題を理解するには、無邪気という観点から考えることが重要だ。,이 문제를 이해하려면 천진난만이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
無関心,この問題を理解するには、無関心という観点から考えることが重要だ。,이 문제를 이해하려면 무관심이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
照合,この問題を理解するには、照合という観点から考えることが重要だ。,이 문제를 이해하려면 대조이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
照明,この問題を理解するには、照明という観点から考えることが重要だ。,이 문제를 이해하려면 조명이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
煩雑な,その説明は煩雑なものではなく、追加の根拠を示す必要があった。,그 설명은 번잡한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
熱意,この問題を理解するには、熱意という観点から考えることが重要だ。,이 문제를 이해하려면 열의이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
熱湯,この問題を理解するには、熱湯という観点から考えることが重要だ。,이 문제를 이해하려면 끓는 물이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
熱量,この問題を理解するには、熱量という観点から考えることが重要だ。,이 문제를 이해하려면 열량이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
燃料,この問題を理解するには、燃料という観点から考えることが重要だ。,이 문제를 이해하려면 연료이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
燃焼,この問題を理解するには、燃焼という観点から考えることが重要だ。,이 문제를 이해하려면 연소이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
爆弾,この問題を理解するには、爆弾という観点から考えることが重要だ。,이 문제를 이해하려면 폭탄이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
版画,この問題を理解するには、版画という観点から考えることが重要だ。,이 문제를 이해하려면 판화이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
牧師,この問題を理解するには、牧師という観点から考えることが重要だ。,이 문제를 이해하려면 목사이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
物事,この問題を理解するには、物事という観点から考えることが重要だ。,이 문제를 이해하려면 사물이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
物体,この問題を理解するには、物体という観点から考えることが重要だ。,이 문제를 이해하려면 물체이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
物好きな,その説明は物好きなものではなく、追加の根拠を示す必要があった。,그 설명은 호기심 많은 별난 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
物議,この問題を理解するには、物議という観点から考えることが重要だ。,이 문제를 이해하려면 물의이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
物資,この問題を理解するには、物資という観点から考えることが重要だ。,이 문제를 이해하려면 물자이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
物足りない,状況が物足りない場合でも、感情に流されず冷静に判断しなければならない。,상황이 부족하다 아쉽다 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
特性,この問題を理解するには、特性という観点から考えることが重要だ。,이 문제를 이해하려면 특성이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
特技,この問題を理解するには、特技という観点から考えることが重要だ。,이 문제를 이해하려면 특기이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
特有,この問題を理解するには、特有という観点から考えることが重要だ。,이 문제를 이해하려면 특유이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
特権,この問題を理解するには、特権という観点から考えることが重要だ。,이 문제를 이해하려면 특권이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
特産,この問題を理解するには、特産という観点から考えることが重要だ。,이 문제를 이해하려면 특산이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
特設,この問題を理解するには、特設という観点から考えることが重要だ。,이 문제를 이해하려면 특설이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
特許,この問題を理解するには、特許という観点から考えることが重要だ。,이 문제를 이해하려면 특허이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
特許権,この問題を理解するには、特許権という観点から考えることが重要だ。,이 문제를 이해하려면 특허권이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
犠牲,この問題を理解するには、犠牲という観点から考えることが重要だ。,이 문제를 이해하려면 희생이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
犯す,状況によっては、早めに犯す判断も必要になる。,상황에 따라서는 일찍 범하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
狙い,状況が狙い場合でも、感情に流されず冷静に判断しなければならない。,상황이 노림 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
独創,この問題を理解するには、独創という観点から考えることが重要だ。,이 문제를 이해하려면 독창이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
独占,この問題を理解するには、独占という観点から考えることが重要だ。,이 문제를 이해하려면 독점이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
独自,この問題を理解するには、独自という観点から考えることが重要だ。,이 문제를 이해하려면 독자이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
独裁,この問題を理解するには、独裁という観点から考えることが重要だ。,이 문제를 이해하려면 독재이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
猛反対,この問題を理解するには、猛反対という観点から考えることが重要だ。,이 문제를 이해하려면 맹반대이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
猛烈な,その説明は猛烈なものではなく、追加の根拠を示す必要があった。,그 설명은 맹렬한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
献立,この問題を理解するには、献立という観点から考えることが重要だ。,이 문제를 이해하려면 식단이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
獲得,この問題を理解するには、獲得という観点から考えることが重要だ。,이 문제를 이해하려면 획득이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
率いる,状況によっては、早めに率いる判断も必要になる。,상황에 따라서는 일찍 거느리다 판단도 필요해진다.,generated_n1_auto_complete_20260601
率先,この問題を理解するには、率先という観点から考えることが重要だ。,이 문제를 이해하려면 솔선이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
玩具,この問題を理解するには、玩具という観点から考えることが重要だ。,이 문제를 이해하려면 완구이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
現地,この問題を理解するには、現地という観点から考えることが重要だ。,이 문제를 이해하려면 현지이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
現行,この問題を理解するには、現行という観点から考えることが重要だ。,이 문제를 이해하려면 현행이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
球根,この問題を理解するには、球根という観点から考えることが重要だ。,이 문제를 이해하려면 구근이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
理屈,この問題を理解するには、理屈という観点から考えることが重要だ。,이 문제를 이해하려면 이치이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
理論,この問題を理解するには、理論という観点から考えることが重要だ。,이 문제를 이해하려면 이론이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
生中継,この問題を理解するには、生中継という観点から考えることが重要だ。,이 문제를 이해하려면 생중계이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
生態系,この問題を理解するには、生態系という観点から考えることが重要だ。,이 문제를 이해하려면 생태계이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
生易しい,状況が生易しい場合でも、感情に流されず冷静に判断しなければならない。,상황이 쉬운 안이한 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
生死,この問題を理解するには、生死という観点から考えることが重要だ。,이 문제를 이해하려면 생사이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
生活費,この問題を理解するには、生活費という観点から考えることが重要だ。,이 문제를 이해하려면 생활비이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
生温い,状況が生温い場合でも、感情に流されず冷静に判断しなければならない。,상황이 미지근하다 어중간하다 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
生理,この問題を理解するには、生理という観点から考えることが重要だ。,이 문제를 이해하려면 생리이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
生真面目な,その説明は生真面目なものではなく、追加の根拠を示す必要があった。,그 설명은 고지식한 지나치게 성실한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
生育,この問題を理解するには、生育という観点から考えることが重要だ。,이 문제를 이해하려면 생육이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
生臭い,状況が生臭い場合でも、感情に流されず冷静に判断しなければならない。,상황이 비린내가 나다 속세적이다 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
生計,この問題を理解するには、生計という観点から考えることが重要だ。,이 문제를 이해하려면 생계이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
産婦人科,この問題を理解するには、産婦人科という観点から考えることが重要だ。,이 문제를 이해하려면 산부인과이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
産物,この問題を理解するには、産物という観点から考えることが重要だ。,이 문제를 이해하려면 산물이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
用件,この問題を理解するには、用件という観点から考えることが重要だ。,이 문제를 이해하려면 용건이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
用品,この問題を理解するには、用品という観点から考えることが重要だ。,이 문제를 이해하려면 용품이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
用法,この問題を理解するには、用法という観点から考えることが重要だ。,이 문제를 이해하려면 용법이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
用紙,この問題を理解するには、用紙という観点から考えることが重要だ。,이 문제를 이해하려면 용지이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
田園,この問題を理解するには、田園という観点から考えることが重要だ。,이 문제를 이해하려면 전원이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
田舎,この問題を理解するには、田舎という観点から考えることが重要だ。,이 문제를 이해하려면 시골이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
由緒,この問題を理解するには、由緒という観点から考えることが重要だ。,이 문제를 이해하려면 유서이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
畜生,この問題を理解するには、畜生という観点から考えることが重要だ。,이 문제를 이해하려면 짐승이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
畜産,この問題を理解するには、畜産という観点から考えることが重要だ。,이 문제를 이해하려면 축산이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
略奪,この問題を理解するには、略奪という観点から考えることが重要だ。,이 문제를 이해하려면 약탈이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
略語,この問題を理解するには、略語という観点から考えることが重要だ。,이 문제를 이해하려면 약어이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
異動,この問題を理解するには、異動という観点から考えることが重要だ。,이 문제를 이해하려면 인사 이동이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
異性,この問題を理解するには、異性という観点から考えることが重要だ。,이 문제를 이해하려면 이성이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
異色,この問題を理解するには、異色という観点から考えることが重要だ。,이 문제를 이해하려면 이색이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
異見,この問題を理解するには、異見という観点から考えることが重要だ。,이 문제를 이해하려면 이견이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
異論,この問題を理解するには、異論という観点から考えることが重要だ。,이 문제를 이해하려면 이의이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
疎い,状況が疎い場合でも、感情に流されず冷静に判断しなければならない。,상황이 어두운 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
疑惑,この問題を理解するには、疑惑という観点から考えることが重要だ。,이 문제를 이해하려면 의혹이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
疲れ果てる,状況によっては、早めに疲れ果てる判断も必要になる。,상황에 따라서는 일찍 완전히 지치다 판단도 필요해진다.,generated_n1_auto_complete_20260601
痛切な,その説明は痛切なものではなく、追加の根拠を示す必要があった。,그 설명은 절실한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
発作,この問題を理解するには、発作という観点から考えることが重要だ。,이 문제를 이해하려면 발작이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
発掘,この問題を理解するには、発掘という観点から考えることが重要だ。,이 문제를 이해하려면 발굴이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
発揮,この問題を理解するには、発揮という観点から考えることが重要だ。,이 문제를 이해하려면 발휘이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
発生,この問題を理解するには、発生という観点から考えることが重要だ。,이 문제를 이해하려면 발생이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
発病,この問題を理解するには、発病という観点から考えることが重要だ。,이 문제를 이해하려면 발병이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
発育,この問題を理解するには、発育という観点から考えることが重要だ。,이 문제를 이해하려면 발육이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
発芽,この問題を理解するには、発芽という観点から考えることが重要だ。,이 문제를 이해하려면 발아이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
発言,この問題を理解するには、発言という観点から考えることが重要だ。,이 문제를 이해하려면 발언이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
発足,この問題を理解するには、発足という観点から考えることが重要だ。,이 문제를 이해하려면 발족이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
登校,この問題を理解するには、登校という観点から考えることが重要だ。,이 문제를 이해하려면 등교이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
皇居,この問題を理解するには、皇居という観点から考えることが重要だ。,이 문제를 이해하려면 황거이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
盛り上がる,状況によっては、早めに盛り上がる判断も必要になる。,상황에 따라서는 일찍 고조되다 부풀어 오르다 판단도 필요해진다.,generated_n1_auto_complete_20260601
盛大な,その説明は盛大なものではなく、追加の根拠を示す必要があった。,그 설명은 성대한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
監視,この問題を理解するには、監視という観点から考えることが重要だ。,이 문제를 이해하려면 감시이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
目先,この問題を理解するには、目先という観点から考えることが重要だ。,이 문제를 이해하려면 눈앞이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
目安,この問題を理解するには、目安という観点から考えることが重要だ。,이 문제를 이해하려면 기준이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
目覚ましい,状況が目覚ましい場合でも、感情に流されず冷静に判断しなければならない。,상황이 눈부신 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
目録,この問題を理解するには、目録という観点から考えることが重要だ。,이 문제를 이해하려면 목록이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
盲点,この問題を理解するには、盲点という観点から考えることが重要だ。,이 문제를 이해하려면 맹점이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
直感,この問題を理解するには、直感という観点から考えることが重要だ。,이 문제를 이해하려면 직감이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
直面,この問題を理解するには、直面という観点から考えることが重要だ。,이 문제를 이해하려면 직면이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
相互,この問題を理解するには、相互という観点から考えることが重要だ。,이 문제를 이해하려면 상호이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
相場,この問題を理解するには、相場という観点から考えることが重要だ。,이 문제를 이해하려면 시세이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
相応,この問題を理解するには、相応という観点から考えることが重要だ。,이 문제를 이해하려면 상응이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
省く,状況によっては、早めに省く判断も必要になる。,상황에 따라서는 일찍 생략하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
看護師,この問題を理解するには、看護師という観点から考えることが重要だ。,이 문제를 이해하려면 간호사이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
真実,この問題を理解するには、真実という観点から考えることが重要だ。,이 문제를 이해하려면 진실이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
真犯人,この問題を理解するには、真犯人という観点から考えることが重要だ。,이 문제를 이해하려면 진범이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
真理,この問題を理解するには、真理という観点から考えることが重要だ。,이 문제를 이해하려면 진리이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
真相,この問題を理解するには、真相という観点から考えることが重要だ。,이 문제를 이해하려면 진상이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
眠たい,状況が眠たい場合でも、感情に流されず冷静に判断しなければならない。,상황이 졸리다 경우에도 감정에 휩쓸리지 말고 냉정하게 판단해야 한다.,generated_n1_auto_complete_20260601
眼球,この問題を理解するには、眼球という観点から考えることが重要だ。,이 문제를 이해하려면 안구이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
眼科,この問題を理解するには、眼科という観点から考えることが重要だ。,이 문제를 이해하려면 안과이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
着工,この問題を理解するには、着工という観点から考えることが重要だ。,이 문제를 이해하려면 착공이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
着席,この問題を理解するには、着席という観点から考えることが重要だ。,이 문제를 이해하려면 착석이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
着手,この問題を理解するには、着手という観点から考えることが重要だ。,이 문제를 이해하려면 착수이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
着目,この問題を理解するには、着目という観点から考えることが重要だ。,이 문제를 이해하려면 착목이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
着色,この問題を理解するには、着色という観点から考えることが重要だ。,이 문제를 이해하려면 착색이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
