word,reading_hiragana,meaning_ko,source_title,source_author,source_url,matched_sentence
新婚,しんこん,신혼,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,「新婚の夫婦のようだね」と先生がいった。
新築,しんちく,신축,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,新築の二階から首を出していたら、同級生の一人が冗談に、いくら威張っても、そこから飛び降りる事は出来まい。
旅客,りょかく,여객,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,ブリッジの上ったり降りたりは、自分にはむしろ、ずいぶん垢抜けのした遊戯で、それは鉄道のサーヴィスの中でも、最も気のきいたサーヴィスの一つだと思っていたのですが、のちにそれはただ旅客が線路をまたぎ越えるための頗る実利的な階段に過ぎないのを発見して、にわかに興が覚めました。
旦那,だんな,남편,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,大抵世間じゃ旦那が先で、細君が後へ残るのが当り前のようになってるね」「そう極った訳でもないわ。
旦那,だんな,남편,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,マドンナだろうが、小旦那だろうが、おれの関係した事でないから、勝手に立たせるがよかろうが、人に分らない事を言って分らないから聞いたって構やしませんてえような風をする。
昂奮,こうふん,흥분,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,それで下らない神経を昂奮させてしまったんです」と先生がまたいった。
明白な,めいはくな,명백한,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,経験のない当時の私は、この予言の中に含まれている明白な意義さえ了解し得なかった。
明白な,めいはくな,명백한,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,こんな明白なのは即座に校長が処分してしまえばいいに。
明瞭な,めいりょうな,명료한,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,先生から明瞭な手紙の来ない以上、私はそう信ずる事もできず、またそう口に出す勇気もなかった。
星座,せいざ,별자리,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,」先生は、黒板に吊した大きな黒い星座の図の、上から下へ白くけぶった銀河帯のやうなところを指しながら、みんなに問をかけました。
暗殺,あんさつ,암살,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,さらば血に塗られたる戦場に暗殺者の切尖に何の正義か宿れるや？
暗示,あんじ,암시,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は暗示を受けた人のように、床の上に肱を突いて起き上がりながら、屹とＫの室を覗きました。
暗示,あんじ,암시,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,「いけませんよ、中毒になったら、そりゃもう、たいへんです」薬屋の奥さんにそう言われると、自分はもう可成りの中毒患者になってしまったような気がして来て、（自分は、ひとの暗示に実にもろくひっかかるたちなのです。
暴力,ぼうりょく,폭력,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,不自然な暴力で」「不自然な暴力って何ですか」「何だかそれは私にも解らないが、自殺する人はみんな不自然な暴力を使うんでしょう」「すると殺されるのも、やはり不自然な暴力のお蔭ですね」「殺される方はちっとも考えていなかった。
暴力,ぼうりょく,폭력,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,心では、相変らず、人間の自信と暴力とを怪しみ、恐れ、悩みながら、うわべだけは、少しずつ、他人と真顔の挨拶、いや、ちがう、自分はやはり敗北のお道化の苦しい笑いを伴わずには、挨拶できないたちなのですが、とにかく、無我夢中のへどもどの挨拶でも、どうやら出来るくらいの「伎倆」を、れいの運動で走り廻ったおかげ？
有益な,ゆうえきな,유익한,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私には学校の講義よりも先生の談話の方が有益なのであった。
望む,のぞむ,바라다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,Ｋは自分の望むような口をほどなく探し出しました。
望む,のぞむ,바라다,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,たいてい自分の望む種子さへ播けばひとりでにどんどんできます。
未練,みれん,미련,羅生門,芥川龍之介,https://www.aozora.gr.jp/cards/000879/files/127_ruby_150.zip,この時、誰かがこの下人に、さっき門の下でこの男が考えていた、饑死をするか盗人になるかと云う問題を、改めて持出したら、恐らく下人は、何の未練もなく、饑死を選んだ事であろう。
未練,みれん,미련,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,メロスほどの男にも、やはり未練の情というものは在る。
本名,ほんみょう,본명,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,だからここでもただ先生と書くだけで本名は打ち明けない。
本国,ほんごく,본국,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,「いえ、氷山にぶっつかって船が沈みましてね、わたしたちはこちらのお父さんが急な用で二ヶ月前一足さきに本国へお帰りになったのであとから発ったのです。
本場,ほんば,본고장 본장,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,身長は小さくっても喧嘩の本場で修行を積んだ兄さんだと無茶苦茶に張り飛ばしたり、張り飛ばされたりしていると、やがて巡査だ巡査だ逃げろ逃げろと云う声がした。
本性,ほんしょう,본성,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,それは誰でも、人から非難せられたり、怒られたりしていい気持がするものでは無いかも知れませんが、自分は怒っている人間の顔に、獅子よりも鰐よりも竜よりも、もっとおそろしい動物の本性を見るのです。
本文,ほんぶん,본문,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,底本：「【新】校本宮澤賢治全集第十一巻童話※本文篇」筑摩書房1996（平成8）年1月25日初版第1刷発行※底本のテキストは、著者草稿によります。
本文,ほんぶん,본문,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,（明治三十九年四月）底本：「ちくま日本文学全集夏目漱石」筑摩書房1992（平成4）年1月20日第1刷発行底本の親本：「夏目漱石全集2」ちくま文庫、筑摩書房1987（昭和62）年10月27日第1刷発行※底本の注にれば、本作品の原稿には、「そのうち学校もいやになった。
本気,ほんき,진심,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,第一かけるにしても足のふみやうがもっと経済もとれ本気にもなれさうでした。
本気,ほんき,진심,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,「金の切れめが縁の切れめ、なんておっしゃって、冗談かと思うていたら、本気か。
本能,ほんのう,본능,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,男としての私は、異性に対する本能から、憧憬の目的物として常に女を夢みていた。
本能,ほんのう,본능,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,そうして、その、誰にも訴えない、自分の孤独の匂いが、多くの女性に、本能に依って嗅ぎ当てられ、後年さまざま、自分がつけ込まれる誘因の一つになったような気もするのです。
本質,ほんしつ,본질,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,そうして、彼はそのお道化を意識せずに行い、しかも、そのお道化の悲惨に全く気がついていないのが、自分と本質的に異色のところでした。
果たす,はたす,완수하다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私の努力も単にあなたに対する約束を果たすためばかりではありません。
枝,えだ,가지,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,斜陽は赤い光を、樹々の葉に投じ、葉も枝も燃えるばかりに輝いている。
枝,えだ,가지,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,二十六私の自由になったのは、八重桜の散った枝にいつしか青い葉が霞むように伸び始める初夏の季節であった。
根拠,こんきょ,근거,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,広い都を根拠地として考えている私は、父や母から見ると、まるで足を空に向けて歩く奇体な人間に異ならなかった。
検事,けんじ,검사,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,訊問がすんで、署長は、検事局に送る書類をしたためながら、「からだを丈夫にしなけれゃ、いかんね。
業務,ぎょうむ,업무,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,業務の都合からいえば、今までの居宅に寝起きする方が、二里も隔った私の家に移るより遥かに便利だといって笑いました。
極める,きわめる,극에 달하다,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,でこう云う事は、何か陥欠があると起るもので、事件その物を見ると何だか生徒だけがわるいようであるが、その真相を極めると責任はかえって学校にあるかも知れない。
様式,ようしき,양식,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,先生はこれらの墓標が現わす人種々の様式に対して、私ほどに滑稽もアイロニーも認めてないらしかった。
模型,もけい,모형,銀河鉄道の夜,宮沢賢治,https://www.aozora.gr.jp/cards/000081/files/48222_ruby_59603.zip,この模型をごらんなさい。
模範,もはん,모범,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,おれみたような無鉄砲なものをつらまえて、生徒の模範になれの、一校の師表と仰がれなくてはいかんの、学問以外に個人の徳化を及ぼさなくては教育者になれないの、と無暗に法外な注文をする。
樹木,じゅもく,수목,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,押し流されつつも、見事、対岸の樹木の幹に、すがりつく事が出来たのである。
機能,きのう,기능,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,次第に刺戟を増すに従って、次第に営養機能の抵抗力が強くなるという意味でなくてはなりますまい。
欺く,あざむく,속이다,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,君を欺くつもりは、みじんも無かった。
欺く,あざむく,속이다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は叔父が私を欺いたと覚ると共に、他のものも必ず自分を欺くに違いないと思い詰めました。
正体,しょうたい,정체,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私の頭の上に正体の知れない恐ろしいものを蔽い被せた。
正体,しょうたい,정체,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,正体の知れない時は多少気味が悪るかったが、バッタと相場が極まってみたら急に腹が立った。
正義,せいぎ,정의,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,メロスはひょいと、からだを折り曲げ、飛鳥の如く身近かの一人に襲いかかり、その棍棒を奪い取って、「気の毒だが正義のためだ！
正義,せいぎ,정의,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,いくら言葉巧みに弁解が立っても正義は許さんぞ」と山嵐が云ったら両人共だまっていた。
武装,ぶそう,무장,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,武装蜂起、と聞き、小さいナイフを買い（いま思えば、それは鉛筆をけずるにも足りない、きゃしゃなナイフでした）それを、レンコオトのポケットにいれ、あちこち飛び廻って、所謂「聯絡」をつけるのでした。
死刑,しけい,사형,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,」「ちょうど今、あの方が死刑になるところです。
残酷な,ざんこくな,잔혹한,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,そうして自分が欺かれた返報に、残酷な復讐をするようになるものだから」「そりゃどういう意味ですか」「かつてはその人の膝の前に跪いたという記憶が、今度はその人の頭の上に足を載せさせようとするのです。
残酷な,ざんこくな,잔혹한,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,幼少の者に対して、そのような事を行うのは、人間の行い得る犯罪の中で最も醜悪で下等で、残酷な犯罪だと、自分はいまでは思っています。
比例,ひれい,비례,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,それと反比例に、私の方は段々過敏になって来ていたのです。
比例,ひれい,비례,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,すると足音に比例した大きな鬨の声が起った。
民族,みんぞく,민족,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,するのか分るもんか自転公転反転も勝手ですわい至る処に至高の力を感じあらゆる国にあらゆる民族に同一の人間性を発見する我は異端者なりとかやみんな聖経をよみ違えてんのよでなきゃ常識も智慧もないのよ生身の喜びを禁じたり酒を止めたりいいわムスタッファわたしそんなの大嫌いけれども、その頃、自分に酒を止めよ、とすすめる処女がいました。
気流,きりゅう,기류,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,びしい」とは言いませんでしたが、無言のひどい侘びしさを、からだの外郭に、一寸くらいの幅の気流みたいに持っていて、そのひとに寄り添うと、こちらのからだもその気流に包まれ、自分の持っている多少トゲトゲした陰鬱の気流と程よく溶け合い、「水底の岩に落ち附く枯葉」のように、わが身は、恐怖からも不安からも、離れる事が出来るのでした。
気質,きしつ,기질,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,キスト中に現れる記号について】《》：ルビ（例）従姉妹：ルビの付く文字列の始まりを特定する記号（例）昔気質：入力者注主に外字の説明や、傍点の位置の指定（例）はしがき-------------------------------------------------------はしがき私は、その男の写真を三葉、見たことがある。
気風,きふう,기풍,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,が、聞くところによれば風俗のすこぶる淳朴な所で、職員生徒ことごとく上代樸直の気風を帯びているそうである。
水源,すいげん,수원,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,きのうの豪雨で山の水源地は氾濫し、濁流滔々と下流に集り、猛勢一挙に橋を破壊し、どうどうと響きをあげる激流が、木葉微塵に橋桁を跳ね飛ばしていた。
氾濫,はんらん,범람,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,きのうの豪雨で山の水源地は氾濫し、濁流滔々と下流に集り、猛勢一挙に橋を破壊し、どうどうと響きをあげる激流が、木葉微塵に橋桁を跳ね飛ばしていた。
求める,もとめる,구하다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私には位置を求めるための貴重な時間というものがなかった。
求める,もとめる,구하다,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,「元来中学の教師なぞは社会の上流にくらいするものだからして、単に物質的の快楽ばかり求めるべきものでない。
決意,けつい,결심,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,必ず、かの邪智暴虐の王を除かなければならぬと決意した。
決意,けつい,결심,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,その時、自分は、みずからすすんでも死のうと、実感として決意したのです。
決断,けつだん,결단,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は私にも最後の決断が必要だという声を心の耳で聞きました。
決断,けつだん,결단,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,随分決断のない事だ。
汽船,きせん,기선,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,先生はその日横浜を出帆する汽船に乗って外国へ行くべき友人を新橋へ送りに行って留守であった。
汽船,きせん,기선,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,二ぶうと云って汽船がとまると、艀が岸を離れて、漕ぎ寄せて来た。
沈黙,ちんもく,침묵,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,十二人が帰るとき歩きながらの沈黙が一丁も二丁もつづいた。
沈黙,ちんもく,침묵,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,さらにまた、堀木と附合って救われるのは、堀木が聞き手の思惑などをてんで無視して、その所謂情熱の噴出するがままに、（或いは、情熱とは、相手の立場を無視する事かも知れませんが）四六時中、くだらないおしゃべりを続け、あの、二人で歩いて疲れ、気まずい沈黙におちいる危懼が、全く無いという事でした。
沖,おき,먼바다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,彼らの頭が小さく見えるまで沖の方へ向いて行った。
沖,おき,먼바다,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,釣竿なしで釣が出来るものか、どうする了見だろうと、野だに聞くと、沖釣には竿は用いません、糸だけでげすと顋を撫でて黒人じみた事を云った。
沿岸,えんがん,연안,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,すべてこの沿岸はその時分から重に学生の集まる所でしたから、どこでも我々にはちょうど手頃の海水浴場だったのです。
浜辺,はまべ,해변,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,それほど浜辺が混雑し、それほど私の頭が放漫であったにもかかわらず、私がすぐ先生を見付け出したのは、先生が一人の西洋人を伴れていたからである。
消息,しょうそく,소식,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,家庭の一員として暮した事のない私のことだから、深い消息は無論解らなかったけれども、座敷で私と対坐している時、先生は何かのついでに、下女を呼ばないで、奥さんを呼ぶ事があった。
消息,しょうそく,소식,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,きょうはそいつらのために買い出し」などと、これもまた久し振りで逢った者同志のおきまりの挨拶を交し、それから、二人に共通の知人のその後の消息をたずね合ったりして、そのうちに、ふとマダムは口調を改め、あなたは葉ちゃんを知っていたかしら、と言う。
混乱,こんらん,혼란,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,（その間に自分が、少しでも遠くへ逃げのびていたいという探偵小説的な策略から、そんな置手紙を書いた、というよりは、いや、そんな気持も幽かにあったに違いないのですが、それよりも、やはり自分は、いきなりヒラメにショックを与え、彼を混乱当惑させてしまうのが、おそろしかったばかりに、とでも言ったほうが、いくらか正確かも知れません。
清らかな,きよらかな,맑고 깨끗한,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,「口では、どんな清らかな事でも言える。
済ます,すます,끝내다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,これはもし卒業したらその日の晩餐はよそで喰わずに、先生の食卓で済ますという前からの約束であった。
源,みなもと,근원,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,きのうの豪雨で山の水源地は氾濫し、濁流滔々と下流に集り、猛勢一挙に橋を破壊し、どうどうと響きをあげる激流が、木葉微塵に橋桁を跳ね飛ばしていた。
源,みなもと,근원,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,それが源因かどうかは疑問だが、私の興味は往来で出合う知りもしない女に向かって多く働くだけであった。
漁村,ぎょそん,어촌,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,今ではどんなに変っているか知りませんが、その頃はひどい漁村でした。
漁村,ぎょそん,어촌,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,見るところでは大森ぐらいな漁村だ。
漠然と,ばくぜんと,막연히,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,けれどもそれは懐かしい春の雲を眺めるような心持で、ただ漠然と夢みていたに過ぎなかった。
漢語,かんご,한어,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,野だの云う事は言語はあるが意味がない、漢語をのべつに陳列するぎりで訳が分らない。
点検,てんけん,점검,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は自分に関係の深い部門の書籍棚の前に立って、隅から隅まで一冊ずつ点検して行った。
無性に,むしょうに,몹시,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,母は不承無性に太織りの蒲団を畳みながら「お父さんはお前が帰って来たので、急に気が強くおなりなんだよ」といった。
無意味,むいみ,무의미,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私もお墓参りをしますから」実際私には墓参と散歩との区別がほとんど無意味のように思われたのである。
無知な,むちな,무지한,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,あなたは学校教育を受けた人だから、こういう消息をよく解しているでしょうが、世間は学生の生活だの、学校の規則だのに関して、驚くべく無知なものです。
無茶苦茶,むちゃくちゃ,엉망진창,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,身長は小さくっても喧嘩の本場で修行を積んだ兄さんだと無茶苦茶に張り飛ばしたり、張り飛ばされたりしていると、やがて巡査だ巡査だ逃げろ逃げろと云う声がした。
無言,むごん,무언,羅生門,芥川龍之介,https://www.aozora.gr.jp/cards/000879/files/127_ruby_150.zip,二人は死骸の中で、しばらく、無言のまま、つかみ合った。
無言,むごん,무언,走れメロス,太宰治,https://www.aozora.gr.jp/cards/000035/files/1567_ruby_4948.zip,セリヌンティウスは無言で首肯き、メロスをひしと抱きしめた。
無論,むろん,물론,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,私は無論先生を訪ねるつもりで東京へ帰って来た。
無論,むろん,물론,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,勘太郎は無論弱虫である。
無責任,むせきにん,무책임,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,こっちで口を切って、あとをつけないのは無責任ですね。
無邪気,むじゃき,천진난만,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,何も知らない妻は次の室で無邪気にすやすや寝入っています。
無邪気,むじゃき,천진난만,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,無邪気ならいっしょに笑ってもいいが、こりゃなんだ。
牧師,ぼくし,목사,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,牧師も和尚も然りじゃね」「大出来。
物足りない,ものたりない,부족하다 아쉽다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,それでこの物足りない返事が少し私の自信を傷めた。
特有,とくゆう,특유,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,それそれ、そのはにかむような微笑、それが見込みのある芸術家特有の表情なんだ。
特権,とっけん,특권,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,本県の中学は昔時より善良温順の気風をもって全国の羨望するところなりしが、軽薄なる二豎子のために吾校の特権を毀損せられて、この不面目を全市に受けたる以上は、吾人は奮然として起ってその責任を問わざるを得ず。
犠牲,ぎせい,희생,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,自由と独立と己れとに充ちた現代に生れた我々は、その犠牲としてみんなこの淋しみを味わわなくてはならないでしょう」私はこういう覚悟をもっている先生に対して、いうべき言葉を知らなかった。
猛烈な,もうれつな,맹렬한,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,しかしその言葉の耳障からいうと、決して猛烈なものではなかった。
猛烈な,もうれつな,맹렬한,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,自分の眼の前で、堀木の猛烈なキスを受ける、そのツネ子の身の上を、ふびんに思ったからでした。
理屈,りくつ,이치,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,空っぽな理屈を使いこなす事が。
理屈,りくつ,이치,坊っちゃん,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip,金や威力や理屈で人間の心が買える者なら、高利貸でも巡査でも大学教授でも一番人に好かれなくてはならない。
理論,りろん,이론,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,偶には愛とか恋とかいう問題も、口に上らないではありませんでしたが、いつでも抽象的な理論に落ちてしまうだけでした。
理論,りろん,이론,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,」たちが、いやに一大事の如く、こわばった顔をして、一プラス一は二、というような、ほとんど初等の算術めいた理論の研究にふけっているのが滑稽に見えてたまらず、れいの自分のお道化で、会合をくつろがせる事に努め、そのためか、次第に研究会の窮屈な気配もほぐれ、自分はその会合に無くてかなわぬ人気者という形にさえなって来たようでした。
生死,せいし,생사,羅生門,芥川龍之介,https://www.aozora.gr.jp/cards/000879/files/127_ruby_150.zip,これを見ると、下人は始めて明白にこの老婆の生死が、全然、自分の意志に支配されていると云う事を意識した。
生死,せいし,생사,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,そのお父さんの生死を忘れているような私の態度こそ不都合です。
生活費,せいかつひ,생활비,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,あなたの生活費は、学校へはいると、くにから、もっと充分に送って来る事になっているのです。
生温い,なまぬるい,미지근하다 어중간하다,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,だからＫが一直線に愛の目的物に向って猛進しないといって、決してその愛の生温い事を証拠立てる訳にはゆきません。
生真面目な,きまじめな,고지식한 지나치게 성실한,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,こと、自分たちはもうお前の過去は問わぬ、生活の心配もかけないつもり、何もしなくていい、その代り、いろいろ未練もあるだろうがすぐに東京から離れて、田舎で療養生活をはじめてくれ、お前が東京でしでかした事の後仕末は、だいたい渋田がやってくれた筈だから、それは気にしないでいい、とれいの生真面目な緊張したような口調で言うのでした。
生臭い,なまぐさい,비린내가 나다 속세적이다,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,他人の家の門は、自分にとって、あの神曲の地獄の門以上に薄気味わるく、その門の奥には、おそろしい竜みたいな生臭い奇獣がうごめいている気配を、誇張でなしに、実感せられていたのです。
産物,さんぶつ,산물,人間失格,太宰治,https://www.aozora.gr.jp/cards/000035/files/301_ruby_5915.zip,その友人は、私の大学時代の謂わば学友で、いまは某女子大の講師をしているのであるが、実は私はこの友人に私の身内の者の縁談を依頼していたので、その用事もあり、かたがた何か新鮮な海産物でも仕入れて私の家の者たちに食わせてやろうと思い、リュックサックを背負って船橋市へ出かけて行ったのである。
用件,ようけん,용건,こころ,夏目漱石,https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip,ことにその内容が特別の用件を含んでいなかった時、驚かされた。
