example_id,word,example_jp,example_ko
3183,品質,難有いことには僕に馬鈴薯の品質が無かったのだ。,어려운 일에는 나에게 마술의 품질이 없었던 것이다.
3184,圧力,どうにかしてこの古び果てた習慣の圧力から脱がれて、驚異の念を以てこの宇宙に俯仰介立したいのです。,어쨌든 이 낡은 습관의 압력에서 벗어나 경이의 생각으로 이 우주에 부앙개립하고 싶습니다.
3185,悟る,すると先生やるなら勝手にやり給え、君もも少しすると悟るだろう、要するに理想は空想だ、痴人の夢だ、なんて捨台辞を吐いて直ぐ去って了った。,"그러자 선생님 한다면 마음대로 주고, 너도 조금 하면 깨달을 것이다, 요컨대 이상은 공상이다, 치인의 꿈이다, 따위 버림사를 뱉고 곧 떠났다."
3186,焦る,上村君なんかは最初、馬鈴薯党で後に牛肉党に変節したのだ、即ち薄志弱行だ、要するに諸君は詩人だ、詩人の堕落したのだ、だから無暗と鼻をぴくぴくさして牛の焦る臭を嗅いで行く、その醜体ったらない！,"우에무라군은 처음, 마술장당에서 나중에 쇠고기당으로 변절한 것이다."
3187,麻痺,これを嘲るのはその心霊の麻痺を白状するのである。,이것을 조롱하는 것은 그 심령의 마비를 흰 모양으로 하는 것이다.
3188,くよくよ,貴女も今言ったように、くよくよ為ないで、身体を大事にお暮しなさい。,귀녀도 지금 말했듯이 몹시 좋지 않아서 몸을 소중히 살아라.
3189,子息,「まア可いサ、酒でも飲みましょう」と大友は酌を促がして、黙って飲んでいると、隣室に居る川村という富豪の子息が、酔った勢いで、散歩に出かけようと誘うので、大友はお正を連れ、川村は女中三人ばかりを引率して宿を出た。,"오오토모는 료를 촉구하고, 묵묵히 마시고 있으면, 이웃실에 있는 가와무라라는 부자의 자식이, 취한 기세로, 산책에 나가려고 초대하기 때문에, 오토모는 긍정을 데리고, 카와무라는 여중 3명만을 인솔해 숙소를 나왔다."
3190,工学,」といいながら新工学士神崎は石を拾って不思議そうに眺める。,라고 하면서 신공학사 칸자키는 돌을 주워 신기하게 바라본다.
3191,浴室,そして神崎、朝田の二人が浴室へ行くと間もなく十八九の愛嬌のある娘が囲碁の室に来て、「家兄さん、小田原の姉様が参りました。,"그리고 칸자키, 아사다의 두 사람이 욕실에 가자 곧 189개의 애교가 있는 딸이 바둑의 방에 와서, “이 형, 오다와라의 언니가 참가했습니다."
3192,討論,毎晩毎晩、酔っては討論会を初めますわ！,매일 밤 매일 밤 취해서 토론회를 시작합니다!
3193,分析,尤もフロイド風に分析すれば持って廻った底の方に謎を解く鍵もあろうけれども、ポーズの方が重要なのさ、と思いこんでいたかも知れぬ。,"우도 플로이드풍으로 분석하면 가지고 돌아간 바닥쪽에 수수께끼를 푸는 열쇠도 있겠지만, 포즈 쪽이 중요하다고 생각하고 있었을지도 모른다."
3194,判定,僕自身僕のポーズに眩惑される傾向もたしかにあるが、正しく敬虔なる心に於て、あの家は暗い家だと僕はやっぱり判定する。,"나 자신 나의 포즈에 눈부신 경향도 확실히 있지만, 바르게 경건한 마음에 있어서, 그 집은 어두운 집이라고 나는 역시 판정한다."
3195,原文,ヴァレリイの「ヴァリエテ」などの幾つかもこうして飜訳したものだから、分らぬところはみんな抜かす、結局あの晦渋な原文が、僕の手にかかると明快至極なものになり、原文を知らない人々が讃嘆したものであるが、分らぬ所を抜くのだから明快流麗、無茶な話であった。,"발레리의 「발리에테」등의 몇개일지도 이렇게 해역한 것이니까, 모르는 곳은 모두 빼낸다, 결국 그 음란한 원문이, 나의 손에 걸리면 명쾌 지극한 것이 되어, 원문을 모르는 사람들이 탄탄한 것이지만, 모르는 곳을 뽑는다."
3196,和風,和風の小ざっぱりとした家で、とりわけ金をかけたと思われる部分もなく、特に凝った作りもない。,"일본식의 작고 가득한 집에서, 특히 돈을 들었다고 생각되는 부분도 없고, 특히 굳은 제작도 없다."
3197,期日,この計理士は五十がらみの年齢に似もやらぬ少年詩人の如き気分屋で、ええ天気やさかい仕事してられえへんどすわと言って大概のお天気の日は外出し、酒も飲まず女遊びもしないけれども、仕事の期日に遅れるために顧客も失い貧乏もするという様子である。,"이 계리사는 50가라미의 나이와 닮지 않은 소년 시인과 같은 기분 가게에서, 네가 날씨와 사소한 일을 할 수 있어 힘들다고 대략의 날씨의 날은 외출, 술도 마시지 않고 여자 놀이도 하지 않지만, 일의 기일에 늦기 때문에 고객도 잃어 가난도 한다고 하는 모습."
3198,無責任,無責任なことをしたもので、僕の飜訳を読んだ人はプルウストという男は随分皿数の少い宴会をひらく奴だと思いこんだであろう。,"무책임한 일을 한 것으로, 내 기역을 읽은 사람은 풀우스트라는 남자는 상당히 접시수가 적은 연회를 펼치는 녀석이라고 생각했을 것이다."
3199,献立,何分僕は大してフランス語はできないところへ、一晩という時間であるから、辞書をひかぬ、分らぬところは面倒くさい飛ばしてしまえ、というわけで、諸所に五行ぐらいずつ飛ばしたところもある始末で、「プルウストの思い出」でも、プルウストの好きな献立の半分ぐらい料理の名前や原料に知らない言葉がでてきたので、此奴面倒と飛ばしてしまった。,"몇 분간 나는 프랑스어는 할 수 없는 곳에, 하룻밤이라는 시간이기 때문에, 사전을 끌지 못하고, 모르는 곳은 귀찮게 날려 버릴 수 있어, 곳곳에 5행 정도 날아 튕겨낸 곳도 있는 시말에서, 「프루우스트의 추억」에서도, 풀우스트가 좋아하는 식단의 절반 정도 요리의 이름이나 원료에 모르는 말이 나왔기 때문에, 녀석 귀찮게 날려버렸다."
3200,生育,こんな下らない原稿ばかりで雑誌をだすのは厭だと言いだすのは葛巻で、いいじゃないか、人の原稿は下らなくても、自分だけ立派な仕事をすればよい、同人雑誌はそういう性質のものだと言って、年中二人で口論する、葛巻は文学的名門に生育した人であるから、自分が編輯にたずさわる以上くだらぬ原稿はのせられぬという誇りを放すことができぬ。,"이런 내리지 않는 원고만으로 잡지를 내리는 것은 왕이라고 말하는 것은 카츠 마키로, 좋지 않은가, 사람의 원고는 내리지 않아도, 자신만 훌륭한 일을 하면 좋다, 동인 잡지는 그런 성 질의 것이라고 해, 연중 둘이서 구론하는, 카츠마키는 문학적 명문에 생육한 사람이기 때문에, 자신이 편배에 묻히는 이상 어리석은 원고는 얽매이지 않는다는 자랑을 풀 수 없다."
3201,移住,僕が京都に住んだのは、一切友人を離れ、本当に孤独というものを底の底まで突きつめてやれ、という一時の気まぐれに発した移住であったが、計理士の二階で病気になった。,"내가 교토에 살았던 것은, 일절 친구를 떠나, 정말로 외로움이라고 하는 것을 바닥의 바닥까지 밀어 붙여, 라고 하는 일시의 변덕에 발한 이주였지만, 계리사의 2층에서 병이 되었다."
3202,脚本,この春大学を卒業し、京都のＪＯ撮影所の脚本部員となり、僕を訪ねてきたのであった。,"이 봄 대학을 졸업하고, 교토의 JO 촬영소의 각본 부원이 되어, 나를 방문해 온 것이었다."
3203,表向き,さすがにそれを表向きふりかざすわけにも行かないので、あれやこれや持って廻って言い廻しているが、心底をわれば、君はそういうけれども、案外こんな作品が受けやしないかというサモしい性根が本心だ。,"과연 그것을 표향 척하는 것도 가지 않기 때문에, 저것이나 이것이나 가지고 돌아서 말하고 돌아가고 있지만, 마음을 놓으면, 너는 그런데도, 의외 이런 작품이 받아들이지 않을까라는 사모스러운 성근이 본심이다."
3204,顧客,この計理士は五十がらみの年齢に似もやらぬ少年詩人の如き気分屋で、ええ天気やさかい仕事してられえへんどすわと言って大概のお天気の日は外出し、酒も飲まず女遊びもしないけれども、仕事の期日に遅れるために顧客も失い貧乏もするという様子である。,"이 계리사는 50가라미의 나이와 닮지 않은 소년 시인과 같은 기분 가게에서, 네가 날씨와 사소한 일을 할 수 있어 힘들다고 대략의 날씨의 날은 외출, 술도 마시지 않고 여자 놀이도 하지 않지만, 일의 기일에 늦기 때문에 고객도 잃어 가난도 한다고 하는 모습."
3205,倹約,けれどもノブ子さんは肉体的欲求などは事実において少いのだから、別なことで苦しんでいる様子であったが、それは営々と働いて、自分の生活はきりつめて倹約しながら、人のために損をする、それを金々々、金銭の奴隷のようなことをいう田代さんが、いいのだよノブちゃん、それでいいのだ、という。,"그러나 노부코 씨는 육체적 욕구 등은 사실에 있어서 작기 때문에, 다른 일로 고통받고 있는 모습이었지만, 그것은 영원히 일하고, 자신의 생활은 하고 절약하면서, 사람을 위해서 손해를 하는, 그것을 끊임없이, 금전의 노예와 같은 것을 말하는 타시로 씨가, 좋은 것이야 노브짱, 그래서 좋다, 라고 한다."
3206,冷蔵,私は我まま一ぱいに育てられたけれども、たとえば母も女中も用たしにでて私一人で留守番をしてお料理はお前が好きなようにこしらえておあがりといわれていても、私は冷蔵庫のお肉やお魚には手をつけずカンヅメをさがす、カンヅメがなければ御飯にカツブシだけ、その出来あがった御飯がなければ、あり合せのリンゴやカステラの切はしだけでも我慢していられる。,"나는 혼자 가득 자랐지만, 예를 들면 어머니도 여중도 용접하고 나 혼자서 응답자를 하고 요리는 너를 좋아하는 것처럼 긁어 넣어 오르라고 되어도, 나는 냉장고의 고기 야 생선에는 손을 대지 않고 칸두메를 찾는다, 칸즈메가 없으면 밥에 딱정벌레만, 그 완성된 밥이 없으면, 어울리는 사과나 카스텔라의 자르기만으로도 참을 수 있다."
3207,微小,有利の時にはちっともつけあがらず、相撲しすぎるということがなく、理づめに慎重にさばいて行く、いかにも都会的な理智とたしなみと落着きが感じられるくせに、不利に対して敏感すぎて、彼の力量なら充分押しかえせる微小な不利にも頭の方で先廻りをして敗北という結果の方を感じてしまう。,"유리한 때에는 조금도 붙어 오지 않고, 스모 너무 지나치게 하는 일이 없고, 정리에 신중하게 심판해 가는, 아무래도 도시적인 이치와 함정과 침착이 느껴지는 주제에, 불리에 대해서 너무 민감해서, 그의 역량이라면 충분히 밀어주는 미소한 불리에도 머리의."
3208,悩ます,私の浮気もいわば私の衣裳のよろこびと同じ性質のもので、だから私が浮気について心を悩ますのは帽子や衣裳や靴と違って先方に意志や執念があることであり、浮気自体にうしろめたさを覚えたことはなかったが、私はこの浜で、大学生やヨタモノみたいな人や闇屋渡世の紳士やその他お茶によばれたり散歩やダンスに誘われたが、私はいつも首を横にふってことわった。,"내 바람둥이도 말하자면 내 의상의 요로코비와 같은 성질의 것으로, 그래서 내가 바람둥이에 대해 마음을 괴롭히는 것은 모자나 의상이나 신발과 달리 선방에 의지나 집념이 있는 것이며, 바람기 자체에 즐거웠다 기억하지 못했지만, 나는이 해변에서 대학생이나 요타 모노 같은 사람이나 어둠 야 도세의 신사 및 기타 차에 휩싸여 산책이나 댄스에 초대 받았지만, 나는 항상 목을 옆으로 휘말렸다."
3209,悲観,私は徴用を受けたとき、うんざり悲観したけれども、母が私以上に慌てふためくので、馬鹿馬鹿しくて、母の気持が厭らしくて仕方がなかった。,"나는 징용을 받았을 때, 지쳐 비관했지만, 어머니가 나 이상으로 당황해서 두근거리기 때문에, 바보 바보고, 어머니의 기분이 괴롭고 어쩔 수 없었다."
3210,慎重な,つまり強い相手には始めから心構えや気組が変って慎重な注意と旺盛な闘志を一丸に立向っているからなのである。,즉 강한 상대에게는 처음부터 마음가짐이나 기조가 바뀌어 신중한 주의와 왕성한 투지를 일환으로 맞서고 있기 때문이다.
3211,憂鬱な,なア、サチ子さん、相撲とりが本場所が怖くなるようじゃア、生れ故郷の墨田川へ戻るのが怖しくって憂鬱なんだから、僕はお前、こんなところでノンビリできりゃア、まったく、たまらねえな」「花相撲に帰らなくってもいいの？,"나아, 사치코 씨, 스모 토리가 책장이 무서워질 것 같아 아, 태어난 고향의 스미다가와로 돌아가는 것이 무서워서 우울하기 때문에, 나는 너, 이런 곳에서 논빌리 할 수 ​​있으면 아, 전혀, 참을 수 없어」"
3212,戦災,戦争中は同じ会社の事務員だったのだが、戦災で一挙に肉親を失った。,전쟁 중에는 같은 회사의 사무원이었지만 전재로 일거에 육친을 잃었다.
3213,根底,美貌を鼻にかけるだけが能で、美貌が身上だと思っており、芸術についての心構えが根底に失われている。,미모를 코에 걸리는 것만이 능으로 미모가 신상이라고 생각하고 있어 예술에 대한 마음가짐이 근본적으로 잃어버리고 있다.
3214,着陸,雪夫や、シッカリ、がんばれ負けるなというかと思うと、じれったいね、おまえ飛行機乗りは見張りがついてるわけじゃないんだから、敵陣へ着陸して、降参して、助けて貰えばいいじゃないか。,"유키오나, 시카리, 열심히 지지 않겠다고 생각하면, 뒤틀리고 싶다, 너 비행기 타는 감시가 붙어 있는 것이 아니니까, 적진에 착륙해, 강참해, 도와 받으면 좋지 않을까."
3215,秘書,久須美の秘書の田代さんというのが、久須美から資本をかりて内職にさるマーケットへ一杯のみ屋をひらくについて、ノブ子さんが根が飲食店の娘で客商売にはあつらえ向きにできてるものだから、表向きはノブ子さんをマダムというように頼んだわけだが、まだ二十、マダムになったときが十九というのだから嘘みたいだけど、実際チャッカリ、堂々と一人前以上に営業しているのである。,"쿠스미의 비서인 타시로 씨라고 하는 것이, 쿠스미로부터 자본을 걸고 내직에 걸리는 마켓에 한 잔만 가게를 펼치는 것에 대해, 노부코 씨가 뿌리가 음식점의 딸로 손님 장사에는 맞추기 위해 만들어져 있는 것이니까 , 앞면은 노부코씨를 마담이라고 부탁한 것이지만, 아직 20, 마담이 되었을 때가 19이라고 하기 때문에 거짓말 같지만, 실제로 짜카리, 당당히 혼자 이상에 영업하고 있는 것이다."
3216,脱出,それから首を廻したらどっちを向いても真ッ赤な幕だもの、どっちへ逃げたら助かるのだか、私はしかしあのとき、もしこの火の海から無事息災に脱出できれば、新鮮な世界がひらかれ、あるいはそれに近づくことができるような野獣のような期待に亢奮した。,"그리고 목을 돌면 어느 쪽을 향해도 새빨간 막인 것, 어느 쪽으로 도망치면 살아날까, 나는 그러나 그 때, 만약 이 불의 바다로부터 무사히 숨재해에 탈출할 수 있으면, 신선한 세계가 찢어지거나 혹은 그것에 접근할 수 있는 것 같은 야수와 같은 기대에 흥분했다."
3217,解除,私はただクサレ縁とか俺の女だなどとウヌボレられて後々までうるさく附きまとわれるのが厭だからで、六人のほかに、病弱の美青年が二人、この二人にも許していいと思っていたが、召集解除ですぐ帰されそうなおそれがあったので、許さなかった。,"나는 단지 쿠사레 인연이라든지 나의 여자라고 등 우누보레 되어 뒤까지 시끄럽게 붙잡히는 것이 겉이기 때문에, 6명 외에, 병약의 미청년이 2명, 이 2명에게도 용서해도 좋다고 생각했지만, 소집 해제로 곧 돌아올 것 같은 우려가 있었으므로, 용서하지 않았다."
3218,限定,着物や装身具や所持品は私の世界だから、私自身が自分で選ぶと自分の限定をはみだすことができないけれども、人が見立ててくれると新しい発見、創造があり、私は新鮮な、私の思いもよらない私の趣味を発見して、新しい自分の世界がまた一つ生れたように嬉しくなる。,"기모노나 장신구나 소지품은 나의 세계이니까, 나 자신이 스스로 선택하면 자신의 한정을 찾아낼 수 없지만, 사람이 기대해 주면 새로운 발견, 창조가 있어, 나는 신선한, 나의 생각도 안 되는 나의 취미를 발견해, 새로운 자신의 세계가 또 하나 태어난 것처럼 기뻐한다."
3219,明白な,子供のために屋外運動場を新設してやろうというような雄々しい考えを二人や三人考えても多くの市民が相手にしないであろうことは明らかで「そんげなもん、いらねわ」（そんなもの、いらないよ）とオトトもオカカも軽くかたづけてしまうことは明白なのだ。,"아이들을 위해 옥외 운동장을 신설하자고 하는 웅장한 생각을 2명이나 3명 생각해도 많은 시민이 상대로 하지 않을 것이라는 것은 분명하고 「그런 건, 이라네와」(그런 것, 필요 없어)라고 어른도 오카카도 가볍게 맞춰 버리는 것은 명백한 것이다."
3220,添える,先刻湯づけの話を書いたが、誤解のないように書き添えるが、新潟は古来遊ぶ町だから、独特のうまい食べ物は非常に多いところだ。,"선각탕 붙이는 이야기를 썼지만 오해가 없도록 덧붙일 수 있지만, 니가타는 옛날 놀 마을이기 때문에 독특한 맛있는 음식은 매우 많은 곳이다."
3221,野外,私の小学校の根津校長先生は大いに男の子も育てようと大きな願いをいだいていられるように見受けられたが、その小学校にすらも野外運動場が全くない。,"나의 초등학교 네즈 교장 선생님은 매우 소년도 키우려고 큰 소원을 받고 있는 것처럼 보였지만, 그 초등학교에조차도 야외 운동장이 전혀 없다."
3222,風土,諦観のドン底をついておって自分の葬式まで笑いとばすような根性が風土的に逞しく行き渡っているのである。,포기의 돈바닥을 붙여 놓고 자신의 장례식까지 웃음과 흩날리는 근성이 풍토적으로 거슬러 올라가고 있는 것이다.
3223,個別,武家政治このかた、日本には恋愛というものが封じられ、恋愛は不義で、若気のアヤマチなどと云って、恋愛の心情に対する省察も、若気のアヤマチ以上に深入りして個別的に考えられたこともない。,"무가 정치 이 분, 일본에는 연애라는 것이 봉쇄되어 연애는 불의로, 젊은이의 아야마치 등으로 말해, 연애의 심정에 대한 성찰도, 젊은이의 아야마치 이상으로 깊이 들어가 개별적으로 생각된 적도 없다."
3224,基盤,その心情の基盤はきわめて薄弱なものだ。,그 심정의 기반은 매우 얇은 것이다.
3225,対比,女大学の訓練を受けたモハンの女房が良妻であるか、そして、左様な良妻に対比して、日本的な悪妻の型や見本があるなら、私はむしろ悪妻の型の方を良妻也と断ずる。,"여자대학의 훈련을 받은 모한의 여방이 양부인인지, 그리고 좌양의 양부에 대비해 일본적인 악부의 형이나 견본이 있다면, 나는 오히려 악부의 형을 양처야와 거절한다."
3226,心情,武家政治このかた、日本には恋愛というものが封じられ、恋愛は不義で、若気のアヤマチなどと云って、恋愛の心情に対する省察も、若気のアヤマチ以上に深入りして個別的に考えられたこともない。,"무가 정치 이 분, 일본에는 연애라는 것이 봉쇄되어 연애는 불의로, 젊은이의 아야마치 등으로 말해, 연애의 심정에 대한 성찰도, 젊은이의 아야마치 이상으로 깊이 들어가 개별적으로 생각된 적도 없다."
3227,知性,地獄の発見というものもこれ又ひとつの近代の発見、地獄の火を花さかしめよ、地獄に於て人生を生きよ、ここに於て必要なものは、本能よりも知性だ。,"지옥의 발견이라고 하는 것도 이것 또 하나의 근대의 발견, 지옥의 불을 꽃꽂아, 지옥에 있어서 인생을 살아, 여기에 필요한 것은 본능보다 지성이다."
3228,薄弱な,その心情の基盤はきわめて薄弱なものだ。,그 심정의 기반은 매우 얇은 것이다.
3229,いやらしい,犬猿もたゞならずとは二人のことで、なにがさて並の人間の十倍ぐらゐ口先の良く廻転する両名だから、悪口雑言、よくまアこんないやらしい言葉を掃溜から掻きまはして拾つてきたと思ふやうなことをおたがひに蔭で叩きあつてゐたのである。,"개 원숭이도 하지 않고는 두 사람의 일로, 어쨌든 평범한 인간의 10배 정도 입끝이 잘 돌아가는 양명이니까, 욕설 잡언, 잘 어려운 듯한 말을 소류로부터 긁어 들여 왔다고 생각하는 것을 떠들썩하다"
3230,手がける,昔は郡山先生が手がける酒は命にかゝはるものにきまつてゐた。,옛날에는 고리야마 선생님이 다루는 술은 생명이나 카루루에 붙어 있었다.
3231,見かける,ところがこの男は毎日職業野球を見物してゐるだけが能かと思ふと、さうではないので、万歳も見てゐるし、安来節の小屋でカケ声をかけてゐることもあるし、浪花節でもレビューでも何でも行儀の悪い見物人ののさばるところはどこでもこの男を見かけることができて、その中で誰よりものさばつて行儀が悪い。,"그런데 이 남자는 매일 직업 야구를 구경하고 있는 것만이 능하다고 생각하면, 안 되는 것이므로, 만세도 보고 ゐ르고, 안래절의 오두막에서 굴소리를 걸어 수도 있다 그리고 낭화절이라도 리뷰라도 뭐든지 행의가 나쁜 구경꾼의 부피가 큰 곳은 어디에서나 이 남자를 볼 수 있어, 그 중에서 누구보다도 심판해서 행의가 나쁘다."
3232,退職,彼は熱療法の病院を退職すると、その次には浅草の安来節の座付作者になつて、まつたくどうも、かういふところにも脚本家などの必要があつたのかネ、私は知らなかつた。,"그는 열요법의 병원을 퇴직하면, 그 다음에는 아사쿠사의 안래절의 좌부 작가가 되어, 속눈썹 아무래도, 카우후부에도 각본가등의 필요가 어떠했는지 네, 나는 모른다."
3233,じっくり,じっくり考えてみるべい」というので、煙突の代りに炭を発明した。,"차분히 생각해 보겠다”라고 하기 때문에, 굴뚝 대신에 숯을 발명했다."
3234,まごまご,どうも何もついたところがないようだから早く帰ってぐっすり寝なさい」「つきまして……つまりそれは」「何にもついてはしないだろう」「ハハア」「早く帰り給え」敵がまごまごしているうちに追返してしまう。,"아무것도 붙은 곳이 없는 것 같으니 빨리 돌아가 푹 자자""""붙어서…"
3235,まるまる,そして八人の子供はまるまるとふとっていたものである。,그리고 여덟 명의 자녀는 마치 마루 문득 있던 것이다.
3236,万能,鉄製のサヤのもあったし、木製のサヤのもあったが、この山刀の斬れ味は格別で、薪を叩き斬ることもできれば、リンゴやジャガイモの皮をむくこともできて、万能の用途があった。,"철제 사야도 있었고, 목제 사야도 있었지만, 이 산도의 베기 맛은 각별하고, 장작을 두드려 베울 수도 있으면, 사과나 감자의 껍질을 벗길 수도 있고, 만능의 용도가 있었다."
3237,上昇,音速の壁「超音ジェット機」という映画によると飛行機がマック一（音速）に近づくと空気の抵抗の壁にぶつかり機体がはげしく震動し上昇桿がきかなくなって墜落してしまう。,음속의 벽 「초음 제트기」라고 하는 영화에 의하면 비행기가 맥이치(음속)에 가까워지면 공기의 저항의 벽에 부딪히고 기체가 갑자기 진동해 상승 간이 멈추어 추락해 버린다.
3238,上空,今日では、空とぶ円盤が村の上空を通って行った、なぞという。,오늘날에는 하늘이 튀는 원반이 마을의 상공을 지나 갔다.
3239,下痢,とかく下痢をしがちである。,어쨌든 설사를 하기 쉽다.
3240,中毒,相撲とフグ相撲が手料理のフグを食ってあたら名力士が落命した例はそう多くはないが、彼らが手料理のフグを食ってるのはしょッちゅうのことで、中毒ていどの被害ならたいがいの上位力士が体験しているようである。,"스모와 복어 스모가 손 요리 복어를 먹고 난 후 명력사가 낙명한 예는 그렇게 많지는 않지만, 그들이 손 요리 복어를 먹고 있는 것은 쑥쑥한 것으로, 중독되어 어떤 피해라면 굉장한 상위 역사가 체험하고 있는 것 같다."
3241,主催,なにがなにやらわからないという見本までに一応録音してみるのもお慰みかと思うが、主催者の日本文学振興会では、技術的に録音不可能の理由で拒絶したとの話であった。,"어쨌든 모르겠다는 견본까지 일단 녹음해 보는 것도 위로라고 생각하지만, 주최자의 일본 문학 진흥회에서는, 기술적으로 녹음 불가능의 이유로 거절했다고 하는 이야기였다."
3242,主食,それを小量ずつ御飯に混ぜて食えとでもいうのなら話は通じないこともないが、米の方がないのだから薩摩いもの茎が主食のようなものだった。,"그것을 소량씩 밥에 섞어 먹어도 말한다면 이야기는 통하지 않는 것도 없지만, 쌀 쪽이 없기 때문에 사쓰마의 줄기가 주식과 같은 것이었다."
3243,交替,交替に演壇に上がって演説するのと違って、銘々が自分の席でしゃべる。,"교체에 연단에 올라 연설하는 것과 달리, 명들이 자신의 자리에서 말한다."
3244,交錯,彼の一生の行跡では喧躁なほど開放的なものと、蓋を閉じた貝のように陰気なものとが交錯していて、一見して彼ほど激烈で狂的な独裁者は日本の史上では類が少いように思われる。,"그의 일생의 행적에서는 헐렁할 정도로 개방적인 것과 뚜껑을 닫은 조개처럼 음란한 것이 교착하고 있어, 언뜻 보면 그만큼 격렬하고 광적인 독재자는 일본의 사상에서는 종류가 적게 보인다."
3245,人材,ところが私は戦争で気がたっていたせいか易々これらをなしとげ、まったく動じる色がなかったので、採鉱課長が公式の席において「坂口氏は当炭坑が坑夫として採用したい唯一の人材である」というような讃辞を呈し、私はまたそれに答えて「落盤事故がなかったのは、小生のイカンと致すところである」というように述べておいた。,"그런데 나는 전쟁에서 깨달았던 탓인지 쉽게 이들을 들고 전혀 움직이는 색이 없었기 때문에 채광 과장이 공식 자리에서 ""사카구치 씨는 당탄 갱이 갱부로 채용 하고 싶은 유일한 인재이다”라고 하는 찬사를 나타내고, 나는 또 거기에 대답해 “낙반 사고가 없었던 것은, 소생의 이칸과 하는 곳이다”라고 하고 말했다."
3246,仕立てる,もっとも、巴里や北京の料理人なら天下の珍味に仕立てる材料もガランドウの手にかかってはただ鍋にグツグツ煮るだけのことで、アクをぬくことを知らないから、決して美味をたのしむというわけにはいかなかったが、ハキダメへ捨てるものを常食してやがると人々に後指をさされた彼の貧乏も、今から思えば豪勢きわまる貧乏だ。,"무엇보다, 사토리나 베이징의 요리사라면 천하의 진미로 완성하는 재료도 갈란드우의 손에 걸려는 단지 냄비에 끓는 것만으로, 아크를 벗는 것을 모르기 때문에, 결 해서 맛을 먹는다고는 할 수 없었지만, 허물거리에 버리는 것을 상식해 가자 사람들에게 후지를 받은 그의 가난도, 지금부터 생각하면 호세 어울리는 가난이다."
3247,伝来,エイッと睨むと相手がバッタリ倒れるぐらいのことは四百年前に伝来した鉄砲がすでに現実に行うことができたものだ。,에이트와 노려보면 상대가 확실히 쓰러질 정도는 400년 전에 전래한 철포가 이미 현실로 할 수 있었던 것이다.
3248,余興,せいぜい火焔ビンや竹槍を相手のメーデーごっこの余興にすぎない。,기껏해야 화염병과 대나무 창을 상대의 메이데이 놀이 여흥에 불과하다.
3249,健在,政治などでも、衰えたりとはいえ、まだ女代議士の先生が何人か健在でいらせられるはずであるが、活躍しているのは、もっぱら男の狸ばかりで、女の狐がいくらかでも天下をギョッとさせたようなことは一度もないじゃないか。,"정치 등에서도, 쇠약해진다고는 해도, 아직 여대의사의 선생님이 몇명인가 건재하고 있을 수 있을 것이지만, 활약하고 있는 것은, 오로지 남자의 너만이고, 여자의 여우가 얼마든지 천하를 얹게 한 것 같은 일은 없을까."
3250,兆し,安吾さんもゴルフとともに、この心あたたまる境地を会得して欲しいな」また乱世の兆しについて一本クギを打たれたのである。,안고씨도 골프와 함께 이 마음 따뜻해지는 경지를 회득해 주었으면 좋겠다” 또 난세의 조짐에 대해 한 개 곰을 쳤다.
3251,先代,天正年間、今から三百七十年ほど昔に、真庭念流八世又七郎という人が四代中絶していた念流を偽庵という隠士から伝授をうけた伝書や、その先代が柏原肥前守から神道流の伝授を受けた伝書など調べればまだいくらでも出てきそうな古文書が、破れほうけた古ツヅラ三ツにギッシリつめて無造作に押入れの隅に投りこんである。,"텐쇼 년간, 지금부터 370년 정도 옛날에, 마니와 넨류 야세 마타시치로라는 사람이 4대 낙태하고 있던 염류를 가짜라는 은사로부터 전수를 받은 전서나, 그 선대가 카시와하라 히젠 모리로부터 신도류의 전수를 받은 전서 등 조사하면 아직 얼마든지 나올 것 같은 고문서가, 찢어져 버린 낡은 쓰즈라 세츠에 꽉 끼고 무조작에 밀어넣어의 구석에 던져 넣고 있다."
3252,克服,対局の前夜から棋士は不眠を克服するのに苦労するのだもの」なるほど、モットモ千万とはこのことで、十分に眠れば有利と分りながら、眠ることができないほど棋士は亢奮しているものなのであろう。,"대국의 전야부터 기사는 불면을 극복하는데 고생하는 것이다.” 과연, 모토모 천만과는 이것으로, 충분히 자면 유리하다고 나누면서, 잠을 잘 수 없을 정도로 기사는 항분하고 있는 것이다."
3253,公認,交番へも交渉したがパチンコも天下公認の営業であってみれば、騒音の調節ができないから営業停止というわけには参らない。,교번에도 협상했지만 파칭코도 천하 공인 영업이라 보면 소음 조절을 할 수 없기 때문에 영업정지라는 곳에는 오지 않는다.
3254,兵器,なぜなら、現代の兵器は忍術よりも発達してしまったオモムキがあるからだ。,왜냐하면 현대의 무기는 인술보다 발달해 버린 오모무키가 있기 때문이다.
3255,出動,むかし共産党その他の暴動対策に警視庁の新撰組という棒部隊が出動したが、これぞ清水さんが術を伝えた産物で、あの棒が神伝夢想流の杖だそうだ。,"옛날 공산당 그 외의 폭동 대책에 경시청의 신선조라는 막대부대가 출동했지만, 이것이 바로 시미즈씨가 수술을 전한 산물로, 그 막대기가 신전몽상류의 지팡이라고 한다."
3256,加入,この豊田君が加入のせいで、私はちかごろすッかり西鉄ビイキになってしまった。,"이 도요타군이 가입 탓에, 나는 치카고로 굉장히 니시테츠 비이키가 되어 버렸다."
